seated	VVN	seat
yusf	NP	yusf
mandari	NP	mandari
iwasawa	NP	iwasawa
n	NN	n
charers	NNS	charers
brand	NN	brand
uresco	NN	uresco
against	IN	against
vice	JJ	vice
president	NN	president
subu	NN	subu
by	IN	by
12	CD	@card@
votes	NNS	vote
to	TO	to
three	CD	three
is	VBZ	be
of	IN	of
the	DT	the
opinion	NN	opinion
that	IN/that	that
all	DT	all
states	NNS	state
under	IN	under
are	VBP	be
under	IN	under
an	DT	an
obligation	NN	obligation
not	RB	not
to	TO	to
recognize	VV	recognize
as	RB	as
legal	JJ	legal
the	DT	the
situation	NN	situation
arising	VVG	arise
from	IN	from
the	DT	the
unlawful	JJ	unlawful
presence	NN	presence
of	IN	of
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
and	CC	and
not	RB	not
to	TO	to
render	VV	render
Aid	NN	aid
or	CC	or
assistance	NN	assistance
in	IN	in
maintaining	VVG	maintain
the	DT	the
situation	NN	situation
created	VVN	create
by	IN	by
the	DT	the
continued	JJ	continued
presence	NN	presence
of	IN	of
the	DT	the
state	NN	state
of	IN	of
judges	NNS	judge
tomka	NN	tomka
yusf	NN	yusf
bandari	NP	bandari
iwasawa	NP	iwasawa
n	NN	n
charge	NN	charge
brand	NN	brand
Gomez	NP	Gomez
roblo	NP	roblo
Cleveland	NP	Cleveland
against	IN	against
vice	JJ	vice
president	NN	president
seutin	NN	seutin
judges	NNS	judge
Abraham	NP	Abraham
uresco	NN	uresco
by	IN	by
12	CD	@card@
vots	NNS	vots
to	TO	to
three	CD	three
is	VBZ	be
of	IN	of
the	DT	the
opinion	NN	opinion
that	IN/that	that
United	NP	United
Nations	NPS	Nations
are	VBP	be
under	IN	under
an	DT	an
obligation	NN	obligation
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
in	IN	in
the	DT	the
occupied	JJ	occupied
judges	NNS	judge
TKA	NP	TKA
yof	NP	yof
bandari	NP	bandari
iwasawa	NP	iwasawa
n	NN	n
charers	NNS	charers
brand	NN	brand
goome	NP	goome
Roo	NP	Roo
Cleveland	NP	Cleveland
against	IN	against
vice	JJ	vice
president	NN	president
seu	NN	seu
Resco	NP	Resco
by	IN	by
12	CD	@card@
votes	NNS	vote
to	TO	to
three	CD	three
is	VBZ	be
of	IN	of
the	DT	the
opinion	NN	opinion
that	IN/that	that
United	NP	United
Nations	NPS	Nations
and	CC	and
especially	RB	especially
the	DT	the
general	JJ	general
assembly	NN	assembly
which	WDT	which
requested	VVD	request
this	DT	this
opinion	NN	opinion
and	CC	and
the	DT	the
security	NN	security
Council	NN	council
should	MD	should
consider	VV	consider
the	DT	the
precise	JJ	precise
modalities	NNS	modality
and	CC	and
further	JJR	further
action	NN	action
required	VVN	require
to	TO	to
bring	VV	bring
to	TO	to
an	DT	an
end	NN	end
as	IN	as
rapidly	RB	rapidly
as	RB	as
possible	JJ	possible
the	DT	the
unlawful	JJ	unlawful
Yu	NP	Yu
wandari	NP	wandari
iwasawa	NP	iwasawa
n	NN	n
chargw	NN	chargw
brand	NN	brand
kblo	NP	kblo
Cleveland	NP	Cleveland
against	IN	against
vice	JJ	vice
president	NN	president
judges	NNS	judge
uresco	NN	uresco
I	PP	I
shall	MD	shall
Now	RB	now
call	VV	call
upon	IN	upon
the	DT	the
registar	NN	registar
to	TO	to
read	VV	read
the	DT	the
operative	JJ	operative
part	NN	part
of	IN	of
Mr	NP	Mr
Mr	NP	Mr
registar	NN	registar
for	IN	for
these	DT	these
reasons	NNS	reason
the	DT	the
court	NN	court
one	PP	one
unanimously	RB	unanimously
finds	VVZ	find
that	IN/that	that
it	PP	it
has	VHZ	have
jurisdiction	NN	jurisdiction
to	TO	to
give	VV	give
the	DT	the
advisory	JJ	advisory
opinion	NN	opinion
requested	VVD	request
two	CD	two
by	IN	by
14	CD	@card@
votes	NNS	vote
to	TO	to
one	PP	one
decides	VVZ	decide
to	TO	to
comply	VV	comply
with	IN	with
the	DT	the
request	NN	request
for	IN	for
an	DT	an
advisory	JJ	advisory
opinion	NN	opinion
in	IN	in
favor	NN	favor
Mr	NN	Mr
slam	VVP	slam
president	NN	president
judges	NNS	judge
tomka	NN	tomka
Abraham	NP	Abraham
YF	NP	YF
M	NP	M
bandari	NP	bandari
Mr	NP	Mr
waswa	NP	waswa
nter	NP	nter
Charlesworth	NP	Charlesworth
bront	NN	bront
Gomez	NP	Gomez
roblo	NP	roblo
Cleveland	NP	Cleveland
orcu	NN	orcu
tadi	NN	tadi
against	IN	against
vice	JJ	vice
president	NN	president
setin	NN	setin
three	CD	three
by	IN	by
11	CD	@card@
votes	NNS	vote
to	TO	to
four	CD	four
is	VBZ	be
a	DT	a
of	IN	of
the	DT	the
opinion	NN	opinion
that	IN/that	that
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	s
Palestinian	JJ	Palestinian
territory	NN	territory
is	VBZ	be
unlawful	JJ	unlawful
in	IN	in
favor	NN	favor
president	NN	president
Salam	NP	Salam
judges	NNS	judge
YF	NP	YF
Shu	NP	Shu
bandari	NP	bandari
iwasawa	NP	iwasawa
nter	NP	nter
Charlesworth	NP	Charlesworth
Brun	NP	Brun
Gomez	NP	Gomez
rblo	NP	rblo
Cleveland	NP	Cleveland
claudi	NN	claudi
against	IN	against
vice	JJ	vice
president	NN	president
abnd	NN	abnd
judges	NNS	judge
tomka	NN	tomka
Abraham	NP	Abraham
aresu	NP	aresu
four	CD	four
by	IN	by
11	CD	@card@
votes	NNS	vote
to	TO	to
four	CD	four
is	VBZ	be
of	IN	of
the	DT	the
under	IN	under
an	DT	an
obligation	NN	obligation
to	TO	to
bring	VV	bring
an	DT	an
end	NN	end
to	TO	to
its	PP$	its
unlawful	JJ	unlawful
presence	NN	presence
in	IN	in
the	DT	the
occupied	JJ	occupied
yusu	NN	yusu
Shou	NP	Shou
bandari	NP	bandari
iwasawa	NP	iwasawa
nter	NP	nter
Charlesworth	NP	Charlesworth
Brun	NP	Brun
Gomez	NP	Gomez
roblo	NP	roblo
Cleveland	NP	Cleveland
CL	NP	CL
against	IN	against
vice	JJ	vice
president	NN	president
seend	NN	seend
judges	NNS	judge
Toma	NP	Toma
Abraham	NP	Abraham
or	CC	or
rescu	NP	rescu
five	CD	five
by	IN	by
14	CD	@card@
votes	NNS	vote
to	TO	to
one	PP	one
is	VBZ	be
of	IN	of
the	DT	the
all	RB	all
new	JJ	new
settlement	NN	settlement
activities	NNS	activity
and	CC	and
to	TO	to
evacuate	VV	evacuate
all	DT	all
settlers	NNS	settler
from	IN	from
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
in	IN	in
favor	NN	favor
president	NN	president
Salam	NP	Salam
judges	NNS	judge
Toma	NP	Toma
Abraham	NP	Abraham
YF	NP	YF
Troy	NP	Troy
bandari	NP	bandari
iwasawa	NP	iwasawa
NTA	NP	NTA
or	CC	or
rescu	NP	rescu
claudi	NNS	claudi
against	IN	against
vice	JJ	vice
president	NN	president
Sindu	NP	Sindu
six	CD	six
by	IN	by
14	CD	@card@
votes	NNS	vote
to	TO	to
one	PP	one
is	VBZ	be
of	IN	of
the	DT	the
opinion	NN	opinion
that	IN/that	that
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
has	VHZ	have
the	DT	the
obligation	NN	obligation
to	TO	to
make	VV	make
reparation	NN	reparation
for	IN	for
the	DT	the
damage	NN	damage
caused	VVD	cause
to	TO	to
all	DT	all
natural	JJ	natural
or	CC	or
legal	JJ	legal
persons	NNS	person
concerned	VVN	concern
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
in	IN	in
favor	NN	favor
president	NN	president
Salam	NP	Salam
judges	NNS	judge
tomka	NN	tomka
Abraham	NP	Abraham
Yu	NP	Yu
Shu	NP	Shu
bandari	NP	bandari
iwasawa	NP	iwasawa
nte	NN	nte
Charlesworth	NP	Charlesworth
Brun	NP	Brun
Gomez	NP	Gomez
roblo	NP	roblo
Cleveland	NP	Cleveland
AR	NP	Ar
rescu	NP	rescu
claudi	NN	claudi
znd	NP	znd
seven	CD	seven
by	IN	by
12	CD	@card@
votes	NNS	vote
to	TO	to
three	CD	three
is	VBZ	be
of	IN	of
the	DT	the
opinion	NN	opinion
that	IN/that	that
all	DT	all
states	NNS	state
are	VBP	be
under	IN	under
an	DT	an
Israel	NP	Israel
in	IN	in
the	DT	the
OCC	NP	OCC
occupied	VVD	occupy
Palestinian	JJ	Palestinian
judges	NNS	judge
Toma	NP	Toma
yusu	NP	yusu
bandari	NP	bandari
iwasawa	NP	iwasawa
nter	NN	nter
claudi	NN	claudi
against	IN	against
vice	JJ	vice
president	NN	president
abnd	NP	abnd
oresco	NP	oresco
eight	CD	eight
by	IN	by
12	CD	@card@
votes	NNS	vote
to	TO	to
three	CD	three
is	VBZ	be
of	IN	of
the	DT	the
opinion	NN	opinion
that	IN/that	that
International	NP	International
organizations	NNS	organization
including	VVG	include
the	DT	the
United	NP	United
Nations	NPS	Nations
are	VBP	be
under	IN	under
an	DT	an
obligation	NN	obligation
not	RB	not
to	TO	to
recognize	VV	recognize
as	RB	as
legal	JJ	legal
the	DT	the
situation	NN	situation
arising	VVG	arise
from	IN	from
the	DT	the
unlawful	JJ	unlawful
presence	NN	presence
of	IN	of
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
judges	NNS	judge
tomka	NN	tomka
yusu	NN	yusu
Shu	NP	Shu
bandari	NP	bandari
yasawa	NP	yasawa
nter	NP	nter
Charlesworth	NP	Charlesworth
Brun	NP	Brun
Gomez	NP	Gomez
roblo	NP	roblo
Cleveland	NP	Cleveland
CL	NP	CL
against	IN	against
vice	JJ	vice
president	NN	president
saind	NN	saind
judges	NNS	judge
Abraham	NP	Abraham
or	CC	or
rescu	NP	rescu
nine	CD	nine
by	IN	by
12	CD	@card@
votes	NNS	vote
to	TO	to
three	CD	three
is	VBZ	be
of	IN	of
the	DT	the
opinion	NN	opinion
that	IN/that	that
the	DT	the
United	NP	United
the	DT	the
precise	JJ	precise
modalities	NNS	modality
and	CC	and
further	JJR	further
action	NN	action
required	VVN	require
to	TO	to
bring	VV	bring
an	DT	an
end	NN	end
as	IN	as
rapidly	RB	rapidly
as	RB	as
possible	JJ	possible
the	DT	the
lawful	JJ	lawful
presence	NN	presence
of	IN	of
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
in	IN	in
favor	NN	favor
president	NN	president
Salam	NP	Salam
judges	NNS	judge
tomka	NN	tomka
yusu	NN	yusu
bandari	NP	bandari
yasawa	NP	yasawa
noter	NP	noter
Charlesworth	NP	Charlesworth
BR	NP	BR
clud	NN	clud
against	IN	against
vice	JJ	vice
president	NN	president
saind	NN	saind
judges	NNS	judge
Abraham	NP	Abraham
or	CC	or
rescu	NP	rescu
a	DT	a
declaration	NN	declaration
to	TO	to
the	DT	the
advisor	NN	advisor
opinion	NN	opinion
of	IN	of
the	DT	the
Court	NP	Court
vice	JJ	vice
president	NN	president
sind	NN	Sind
appends	VVZ	append
a	DT	a
a	DT	a
descending	VVG	descend
opinion	NN	opinion
to	TO	to
the	DT	the
advisor	NN	advisor
opinion	NN	opinion
of	IN	of
the	DT	the
court	NN	court
judge	NN	judge
tomka	NN	tomka
appends	VVZ	append
a	DT	a
declaration	NN	declaration
to	TO	to
the	DT	the
advisor	NN	advisor
opinion	NN	opinion
of	IN	of
the	DT	the
Court	NP	Court
judges	NNS	judge
tomka	NN	tomka
Abraham	NP	Abraham
and	CC	and
uresco	NP	uresco
apped	VVD	apped
a	DT	a
joint	JJ	joint
opinion	NN	opinion
to	TO	to
the	DT	the
advisor	NN	advisor
opinion	NN	opinion
of	IN	of
the	DT	the
court	NN	court
judge	NN	judge
YF	NP	YF
appends	VVZ	append
a	DT	a
separate	JJ	separate
opinion	NN	opinion
to	TO	to
the	DT	the
advisor	NN	advisor
opinion	NN	opinion
of	IN	of
the	DT	the
court	NN	court
judge	NN	judge
Shue	NP	Shue
appends	VVZ	append
a	DT	a
declaration	NN	declaration
to	TO	to
the	DT	the
advisor	NN	advisor
opinion	NN	opinion
of	IN	of
the	DT	the
Court	NP	Court
judges	NNS	judge
iwasawa	NP	iwasawa
and	CC	and
NTI	NP	NTI
append	VVP	append
separate	JJ	separate
opinions	NNS	opinion
to	TO	to
The	DT	the
Advisory	NP	Advisory
op	NN	op
op	NN	op
of	IN	of
the	DT	the
Court	NP	Court
judges	NNS	judge
n	NN	n
and	CC	and
Cleveland	NP	Cleveland
append	VVP	append
a	DT	a
joint	JJ	joint
declaration	NN	declaration
to	TO	to
the	DT	the
advisor	NN	advisor
opinion	NN	opinion
of	IN	of
the	DT	the
Court	NP	Court
judges	NNS	judge
Charlesworth	NP	Charlesworth
and	CC	and
brand	NN	brand
append	VVP	append
declarations	NNS	declaration
to	TO	to
the	DT	the
advisor	NN	advisor
opinion	NN	opinion
of	IN	of
the	DT	the
Court	NP	Court
judges	NNS	judge
Gomez	NP	Gomez
roblo	NP	roblo
and	CC	and
Cleveland	NP	Cleveland
append	VVP	append
separate	JJ	separate
opinion	NN	opinion
to	TO	to
The	DT	the
Advisory	NP	Advisory
opinion	NN	opinion
of	IN	of
the	DT	the
court	NN	court
judge	NN	judge
ladiy	NP	ladiy
appends	VVZ	append
a	DT	a
declaration	NN	declaration
to	TO	to
The	DT	the
Advisory	NP	Advisory
opinion	NN	opinion
of	IN	of
the	DT	the
Court	NP	Court
the	DT	the
text	NN	text
of	IN	of
the	DT	the
opinion	NN	opinion
is	VBZ	be
available	JJ	available
from	IN	from
today	NN	today
in	IN	in
typescript	NN	typescript
it	PP	it
will	MD	will
also	RB	also
be	VB	be
available	JJ	available
almost	RB	almost
immediately	RB	immediately
on	IN	on
the	DT	the
course	NN	course
Internet	NN	Internet
site	NN	site
the	DT	the
printed	JJ	printed
text	NN	text
will	MD	will
be	VB	be
available	JJ	available
in	IN	in
the	DT	the
near	JJ	near
future	NN	future
as	IN	as
the	DT	the
court	NN	court
has	VHZ	have
no	DT	no
other	JJ	other
business	NN	business
before	IN	before
it	PP	it
I	PP	I
declare	VVP	declare
the	DT	the
sitting	NN	sitting
did	VVD	do
BINA	NP	Bina
symphonica	NP	symphonica
[	SYM	[
Music	NN	music
]	SYM	]
for	IN	for
